14:08:14,1789902494,boot,1551
14:08:16,1789902496,boot,1551
14:08:18,1789902498,boot,1551
14:08:20,1789902500,boot,1551
14:08:22,1789902502,boot,1551
14:08:24,1789902504,boot,2057
14:08:26,1789902506,boot,2057
14:08:28,1789902508,boot,2125
14:08:30,1789902510,boot,3367
14:08:32,1789902512,boot,5273
14:08:34,1789902514,boot,7341
14:08:36,1789902516,boot,9551
14:08:38,1789902518,boot,11419
14:08:40,1789902520,boot,11425
14:08:42,1789902522,boot,11431
14:08:44,1789902524,boot,11441
14:08:46,1789902526,boot,11447
14:08:49,1789902529,boot,11459
14:08:51,1789902531,boot,11465
14:08:53,1789902533,boot,11473
14:08:55,1789902535,boot,11481
14:08:57,1789902537,boot,11493
14:08:59,1789902539,boot,11499
14:09:01,1789902541,boot,11511
14:09:03,1789902543,boot,11515
14:09:05,1789902545,boot,11527
14:09:07,1789902547,boot,11533
14:09:09,1789902549,boot,11539
14:09:11,1789902551,boot,11547
14:09:13,1789902553,boot,11557
14:09:16,1789902556,boot,11559
14:09:18,1789902558,boot,11563
14:09:20,1789902560,boot,11569
14:09:22,1789902562,boot,11569
14:09:24,1789902564,boot,11575
14:09:26,1789902566,boot,11579
14:09:29,1789902569,boot,11583
14:09:31,1789902571,boot,11583
14:09:33,1789902573,boot,11587
14:09:35,1789902575,boot,11593
14:09:37,1789902577,boot,11593
14:09:39,1789902579,boot,11599
14:09:42,1789902582,boot,11607
14:09:44,1789902584,boot,11613
14:09:47,1789902587,boot,11619
14:09:49,1789902589,boot,11627
14:09:51,1789902591,boot,11633
14:09:53,1789902593,boot,11639
14:09:55,1789902595,boot,11645
14:09:57,1789902597,boot,11651
14:09:59,1789902599,boot,11657
14:10:02,1789902602,boot,11659
14:10:04,1789902604,boot,11663
14:10:07,1789902607,boot,11665
14:10:09,1789902609,boot,11669
14:10:11,1789902611,boot,28003
14:10:13,1789902613,boot,28003
14:10:15,1789902615,boot,28003
14:10:17,1789902617,boot,28003
14:10:19,1789902619,boot,28003
14:10:21,1789902621,boot,28003
14:10:23,1789902623,boot,28003
14:10:26,1789902626,boot,28003
14:10:28,1789902628,boot,28003
14:10:30,1789902630,boot,28003
14:10:32,1789902632,boot,28003
14:10:34,1789902634,boot,28003
14:10:36,1789902636,boot,28003
14:10:38,1789902638,boot,28003
14:10:40,1789902640,boot,28003
14:10:42,1789902642,boot,28003
14:10:44,1789902644,boot,28003
14:10:46,1789902646,boot,28003
14:10:48,1789902648,boot,28003
14:10:50,1789902650,boot,28003
14:10:52,1789902652,boot,28003
14:10:54,1789902654,boot,28003
14:10:56,1789902656,boot,28003
14:10:58,1789902658,boot,28003
14:11:00,1789902660,boot,28003
14:11:02,1789902662,boot,28035
14:11:04,1789902664,boot,28067
14:11:06,1789902666,boot,28089
14:11:08,1789902668,boot,28089
14:11:10,1789902670,fill,30409
14:11:12,1789902672,fill,30669
14:11:14,1789902674,fill,30669
14:11:16,1789902676,fill,30991
14:11:18,1789902678,fill,31371
14:11:20,1789902680,fill,31371
14:11:22,1789902682,fill,31371
14:11:24,1789902684,fill,31957
14:11:26,1789902686,fill,31957
14:11:28,1789902688,fill,31957
14:11:30,1789902690,fill,31957
14:11:32,1789902692,fill,31957
14:11:34,1789902694,fill,31957
14:11:36,1789902696,fill,31957
14:11:38,1789902698,fill,31957
14:11:40,1789902700,fill,31957
14:11:42,1789902702,fill,31957
14:11:44,1789902704,fill,31957
14:11:46,1789902706,fill,31957
14:11:48,1789902708,fill,31957
14:11:50,1789902710,fill,31957
14:11:52,1789902712,fill,31957
14:11:54,1789902714,fill,31957
14:11:56,1789902716,fill,31957
14:11:58,1789902718,fill,31957
14:12:00,1789902720,fill,31957
14:12:03,1789902723,fill,31957
14:12:05,1789902725,fill,31957
14:12:07,1789902727,fill,31957
14:12:09,1789902729,fill,31957
14:12:11,1789902731,fill,31957
14:12:13,1789902733,fill,32039
14:12:15,1789902735,fill,32039
14:12:17,1789902737,fill,32039
14:12:19,1789902739,fill,32039
14:12:21,1789902741,fill,32039
14:12:23,1789902743,fill,32099
14:12:25,1789902745,fill,32099
14:12:27,1789902747,fill,32099
14:12:29,1789902749,fill,32099
14:12:31,1789902751,fill,32099
14:12:33,1789902753,fill,32099
14:12:35,1789902755,fill,32099
14:12:37,1789902757,fill,32099
14:12:39,1789902759,fill,32099
14:12:41,1789902761,fill,32099
14:12:43,1789902763,fill,32099
14:12:45,1789902765,fill,32099
14:12:47,1789902767,fill,32099
14:12:49,1789902769,fill,32099
14:12:51,1789902771,fill,32099
14:12:53,1789902773,fill,32099
14:12:55,1789902775,fill,32099
14:12:57,1789902777,fill,32099
14:12:59,1789902779,fill,32099
14:13:01,1789902781,fill,32099
14:13:03,1789902783,fill,32099
14:13:05,1789902785,fill,32099
14:13:07,1789902787,fill,32099
14:13:09,1789902789,fill,32099
14:13:11,1789902791,fill,32099
14:13:13,1789902793,fill,32099
14:13:15,1789902795,fill,32099
14:13:17,1789902797,fill,32099
14:13:19,1789902799,fill,32099
14:13:21,1789902801,fill,32099
14:13:23,1789902803,fill,32099
14:13:25,1789902805,fill,32099
14:13:27,1789902807,decode,32103
14:13:29,1789902809,decode,32103
14:13:31,1789902811,decode,32103
14:13:33,1789902813,decode,32103
14:13:35,1789902815,battery,32103
14:13:37,1789902817,battery,32103
14:13:39,1789902819,battery,32103
14:13:41,1789902821,battery,32103
14:13:44,1789902824,battery,32103
14:13:46,1789902826,battery,32103
14:13:48,1789902828,battery,32103
14:13:50,1789902830,battery,32103
14:13:52,1789902832,battery,32103
14:13:54,1789902834,battery,32103
14:13:56,1789902836,battery,32103
14:13:58,1789902838,battery,32103
14:14:00,1789902840,battery,32103
14:14:02,1789902842,battery,32103
14:14:04,1789902844,battery,32103
14:14:06,1789902846,battery,32103
14:14:08,1789902848,battery,32103
14:14:10,1789902850,battery,32103
14:14:12,1789902852,battery,32103
14:14:14,1789902854,battery,32103
14:14:16,1789902856,battery,32103
14:14:18,1789902858,battery,32103
14:14:20,1789902860,battery,32103
14:14:22,1789902862,battery,32103
14:14:24,1789902864,battery,32103
14:14:26,1789902866,battery,32103
14:14:28,1789902868,battery,32103
14:14:30,1789902870,teardown,32103
14:14:32,1789902872,teardown,31850
14:14:39,1789902879,teardown,1551
14:14:41,1789902881,teardown,1551
